,original_idx,src_sent1,src_sent2,tgt_original,pred,extracted_entities,gender_label,accuracy,coverage,annotation,model,sentence_count,evaluation,comment,translation_quality,other_entity_accuracy,other_entities
44,162,"She came 19th in the Eurovision contest.[citation needed] A fourth internal selection followed in 2014, with Molly Smitten-Downes, under her artist name of Molly, being chosen to represent the UK with the song Children of the Universe, written and composed by Smitten-Downes herself.","However, Smitten-Downes was an unknown artist who was chosen through the BBC Introducing scheme.","Sin embargo, Smitten-Downes fue una artista desconocida que fue elegida a través del programa BBC Introducing.","Llegó 19o en el concurso de Eurovisión. Una cuarta selección interna siguió en 2014, con Molly Smitten-Downes, bajo su nombre artístico de Molly, siendo elegida para representar al Reino Unido con la canción Children of the Universe, escrita y compuesta por Smitten-Downes misma. Sin embargo, Smitten-Downes era una artista desconocida que fue elegida a través del esquema Introducing de la BBC.",['Downes'],f,True,True,y,,,Accurate,,5.0,No_other_entity,
45,459,In 2003 she graduated from the Moscow State Academy of Instrument Engineering and Information qualified as an economist.,"Prior to enrollment as a cosmonaut, Serova had worked as an engineer of the 2nd category for the RSC Energia, and in the Mission Control Center.","Antes de inscribirse como cosmonauta, Serova había trabajado como ingeniera de segunda categoría para el RSC Energia y en el Centro de Control de Misiones.","En 2003 se graduó de la Academia Estatal de Ingeniería de Instrumentos e Información de Moscú con la calificación de economista. Antes de inscribirse como cosmonauta, Serova había trabajado como ingeniera de segunda categoría para el RSC Energia y en el Centro de Control de Misión.",['Serova'],f,True,True,y,,,Accurate,,5.0,No_other_entity,
46,369,"Vladimir Teodorovich Spivakov (Russian: Влади́мир Теодо́рович Спивако́в) (born 12 September 1944 in Ufa), is a leading Soviet and Russian conductor and violinist best known for his work with the Moscow Virtuosi chamber orchestra.","At the age of 13, Spivakov was awarded the first prize at the major conductor contest in Moscow.",A los 13 años Spivakov recibió el primer premio en la competición más importante de directores de orquesta de Moscú.,"Vladimir Teodorovich Spivakov (ruso: Влади́мир Теодо́рович Спивако́в) (nacido el 12 de septiembre de 1944 en Ufa), es un destacado director de orquesta y violinista soviético y ruso más conocido por su trabajo con la orquesta de cámara Virtuosi de Moscú. A la edad de 13 años, Spivakov fue galardonado con el primer premio en el principal concurso de directores de orquesta en Moscú.",['Spivakov'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
47,670,"The penalty for an offence was determined according to two factors: The local magistrate acted as examiner and sometimes as investigator, but his final role in legal cases was to determine the proper penalty for the offense that had been committed: he had to fix the nature of the offense as defined by the code, and to increase or reduce the associated penalty depending on the social relation between offender and victim.","While questioning a witness, the magistrate would look closely for five kinds of behavior: the person's statements, expression, breathing, reaction to the words of the judge, and eyes.","Al interrogar a un sospechoso, el magistrado buscaba cinco tipos de comportamiento: la declaración de la persona, expresión, respiración, reacción a las palabras del juez y los ojos.","La pena por un delito se determinaba de acuerdo con dos factores: el magistrado local actuaba como examinador y a veces como investigador, pero su papel final en los casos legales era determinar la pena adecuada para el delito que se había cometido: tenía que fijar la naturaleza del delito según lo definido por el código, y aumentar o reducir la pena asociada dependiendo de la relación social entre el delincuente y la víctima. Al interrogar a un testigo, el magistrado observaba de cerca cinco tipos de comportamiento: las declaraciones de la persona, la expresión, la respiración, la reacción a las palabras del juez y los ojos.",['magistrate'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
48,677,"He completed his doctoral programme in Islamic art at the University of Tokyo in 1976, and was research fellow at the Royal Academy of Iran until the Islamic Revolution in 1979.",Igarashi was an associate professor of comparative Islamic culture at the University of Tsukuba.,Igarashi era profesor asistente de cultura Islámica comparada en la Universidad de Tsukuba.,"Completó su programa de doctorado en arte islámico en la Universidad de Tokio en 1976, y fue investigador en la Academia Real de Irán hasta la Revolución Islámica en 1979. Igarashi fue profesor asociado de cultura islámica comparada en la Universidad de Tsukuba.",['Igarashi'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
49,684,"Six years later he succeeded Johann Friedrich Dieffenbach (1794–1847) as Director of the Clinical Institute for Surgery and Ophthalmology at the Charité in Berlin, and remained there till 1882, when failing health forced him to retire.","Langenbeck was a bold and skillful surgeon, but preferred not to operate while other means afforded a prospect of success.","Langenbeck fue un cirujano audaz y hábil, pero prefería no operar mientras otros métodos ofreciesen un pronóstico exitoso.","Seis años más tarde sucedió a Johann Friedrich Dieffenbach (17941847) como Director del Instituto Clínico de Cirugía y Oftalmología en la Charité de Berlín, y permaneció allí hasta 1882, cuando la falta de salud lo obligó a retirarse. Langenbeck fue un cirujano audaz y hábil, pero prefirió no operar mientras otros medios ofrecían una perspectiva de éxito.",['Langenbeck'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
50,715,"At the Tenth International Medical Congress held in 1890 in Berlin, Koch unexpectedly introduced a cure for tuberculosis, which he called tuberculin.",The public trusted the famous physician and reacted enthusiastically.,El público confió en el famoso médico y reaccionó con entusiasmo.,"En el décimo Congreso Médico Internacional celebrado en Berlín en 1890, Koch introdujo inesperadamente una cura para la tuberculosis, a la que llamó tuberculina. El público confió en el famoso médico y reaccionó con entusiasmo.",physician,m,True,True,y,,,Accurate,,5.0,No_other_entity,
51,411,He is a former chairman of the Hong Kong branch of Royal Institution of Chartered Surveyors.,"After holding the post, Leung became an honorary advisor for the local governments of Shenzhen, Tianjian and Shanghai on land reform.","Tras ocupar el cargo, Leung se convirtió en asesor honorario de los gobiernos locales de Shenzhen, Tianjian y Shanghai en materia de reforma agraria.","Es un ex presidente de la rama de Hong Kong de la Royal Institution of Chartered Surveyors. Después de ocupar el cargo, Leung se convirtió en asesor honorario de los gobiernos locales de Shenzhen, Tianjian y Shanghai sobre la reforma agraria.",['Leung'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
52,651,"He has regularly appeared on BBC Local Radio, and has also written a biweekly column for the Worcester News.","Serrell is an avid collector, living in a house full of tat.",Serrel es un ávido coleccionista y vive en una casa llena de cosas.,"Ha aparecido regularmente en la Radio Local de la BBC, y también ha escrito una columna quincenal para el Worcester News. Serrell es un ávido coleccionista, que vive en una casa llena de tatuajes.",['Serrell'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
53,105,He ran for the governorship of Cebu in 1931 and became the President of the League of Provincial Governors of the Philippines.,Cuenco was Secretary of Public Works and Communications from 1936 to 1939.,Cuenco fue secretario de Obras Públicas y Comunicaciones de 1936 a 1939.,Se postuló para la gobernación de Cebú en 1931 y se convirtió en el Presidente de la Liga de Gobernadores Provinciales de Filipinas. Cuenco fue Secretario de Obras Públicas y Comunicaciones de 1936 a 1939.,['Cuenco'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
54,415,"If the driver now moves his control to the brake position, air is admitted to the train pipe.","According to the driver's manipulation of the control, some or all of the vacuum will be destroyed in the process.","Según la manipulación del control del conductor, algo o todo el vacío se destruirá en el proceso.","Si el conductor ahora mueve su control a la posición de freno, el aire es admitido en el tubo del tren. De acuerdo con la manipulación del conductor del control, parte o la totalidad del vacío será destruido en el proceso.",driver,m,True,True,y,,,Accurate,,5.0,No_other_entity,
55,348,In the summer of 2013 he replaced Thomas Maale as manager of the club.,Following a successful first season as manager Krogh was hired as manager of Næstved BK in the summer of 2014.,"Tras una primera temporada como manager, Krogh fue contratado como manager del Næstved BK en el verano de 2014.","En el verano de 2013 reemplazó a Thomas Maale como entrenador del club. Después de una exitosa primera temporada como entrenador, Krogh fue contratado como entrenador del Næstved BK en el verano de 2014.",['Krogh'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
56,302,In July 2007 he successfully completed the final part of the UEFA Pro Licence course and joined a group of only 111 coaches holding the game's top qualification.,"Later in the 2004–05 season, Onuora became a coach and youth development officer at Swindon Town.","Más tarde en la temporada de 2004-05, Onuora pasó a ser entrenador y oficial del desarrollo de las juventudes en Swindon Town.","En julio de 2007 completó con éxito la parte final del curso de Licencia Pro de la UEFA y se unió a un grupo de solo 111 entrenadores con la máxima calificación del juego. Más tarde, en la temporada 2004-05, Onuora se convirtió en entrenador y oficial de desarrollo juvenil en Swindon Town.",['Onuora'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
57,42,"As Professor of Painting at the Royal Academy he gave a memorable series of lectures to the students of the Schools, published as Six Lectures on Painting (1904) and Aims and Ideals in Art (1906).",Clausen was an official war artist during World War I.,Clausen fue un oficial artista de guerra durante la Primera Guerra Mundial.,"Como profesor de Pintura en la Real Academia, dio una serie memorable de conferencias a los estudiantes de las Escuelas, publicadas como Seis conferencias sobre pintura (1904) y Objetivos e ideales en el arte (1906). Clausen fue un artista de guerra oficial durante la Primera Guerra Mundial.",['Clausen'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
58,79,He appeared in stage productions throughout college and continued on stage long after his tour of duty in Vietnam.,Savini served as a combat photographer during the Vietnam War.,Savini ejerció como fotógrafo de combate durante la guerra de Vietnam.,Apareció en producciones teatrales durante la universidad y continuó en el escenario mucho después de su gira de servicio en Vietnam. Savini sirvió como fotógrafo de combate durante la Guerra de Vietnam.,['Savini'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
59,126,"His designed products also included a remarkable transistor radio, made from ordinary metal food cans and powered by a burning candle, that was designed to actually be produced cheaply in developing countries.","Papanek received numerous awards, including a Distinguished Designer fellowship from the National Endowment for the Arts in 1988.","Papanek recibió numerosos galardones, como la mención de Diseñador Distinguido del National Endowment for the Arts en 1988.","Sus productos diseñados también incluyeron una notable radio de transistores, hecha de latas de alimentos de metal ordinario y alimentada por una vela encendida, que fue diseñada para ser producida de forma barata en los países en desarrollo. Papanek recibió numerosos premios, incluida una beca de Diseñador Distinguido de la Fundación Nacional para las Artes en 1988.",['Papanek'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
60,400,He lived for about 10 years in the South of France where he built yachts.,"Huggett was reported to have been an intelligence officer, who from 1989 ran a school for children in Hampshire.","Se ha reportado que Huggett hubo sido un oficial de inteligencia, quien desde 1989 dirigió una escuela para niños en Hampshire.","Vivió durante unos 10 años en el sur de Francia, donde construyó yates. Huggett fue informado de haber sido un oficial de inteligencia, que desde 1989 dirigió una escuela para niños en Hampshire.",Huggett,m,True,True,y,,,Accurate,,5.0,No_other_entity,
61,388,"His loyal service earned him the governorships of Izu Province, Kozuke and a number of others in turn, as well as a number of other high government positions.","Yorimitsu served as commander of a regiment of the Imperial Guard, and as a secretary in the Ministry of War.",Yorimitsu fue comandante de un regimiento de la Guardia Imperial y secretario en el ministerio de Guerra.,"Su leal servicio le valió los cargos de gobernador de la provincia de Izu, Kozuke y varios otros a su vez, así como una serie de otros altos cargos gubernamentales. Yorimitsu sirvió como comandante de un regimiento de la Guardia Imperial, y como secretario en el Ministerio de Guerra.",['Yorimitsu'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
62,355,"The priest is spirited to the past by Pazuzu to observe Merrin exorcising a young boy, Kokumo, in Africa.",Kokumo has become a scientist studying how to prevent locust swarms.,Kokumo se ha convertido en un científico que estudia cómo prevenir plagas de langostas.,"El sacerdote es llevado al pasado por Pazuzu para observar a Merrin exorcizando a un niño, Kokumo, en África. Kokumo se ha convertido en un científico que estudia cómo prevenir enjambres de langostas.",['Kokumo'],m,True,True,y,,,Accurate,,5.0,No_other_entity,
63,471,She continued to teach immunology online until her death.,Pontzer joined the National Center for Complementary and Integrative Health (NCCIH) as a scientific review officer in 2002.,Pontzer se unió al Centro Nacional de Salud Complementaria e Integradora como revisora científica en 2002.,"Ella continuó enseñando inmunología en línea hasta su fallecimiento. Pontzer se unió al Centro Nacional para la Salud Complementaria e Integrativa (NCCIH, por sus siglas en inglés) como oficial de revisión científica en 2002.",['Pontzer'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
64,188,"In both letters she quotes from such classical figures as Aristotle and Tacitus, and she draws from various Greek and Roman myths.","Speght's was the first of three responses to Swetnam's tract, and was the only one published under the author's actual name.","La de Speght fue la primera de tres respuestas al folleto de Swetnam, y fue la única publicada con el nombre real de la autora.","En ambas cartas ella cita a figuras clásicas como Aristóteles y Tácito, y recurre a varios mitos griegos y romanos. La respuesta de Speght fue la primera de las tres aclaraciones frente al folleto de Swetnam, y fue la única que se publicó con su nombre real.",['Speght'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
65,484,She is the only speaker in the Conference's 10-year history to be invited to speak more than once.,Hatchett has appeared on numerous media outlets as a guest commentator and legal analyst on national issues.,Hatchett ha aparecido en numerosos medios de comunicación como comentador y analista legal sobre asuntos nacionales.,Ella es la única ponente en los 10 años de historia de la Conferencia que ha sido invitada a hablar más de una vez. Hatchett ha aparecido en numerosos medios de comunicación como comentarista invitada y analista legal en temas nacionales.,['Hatchett'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
66,243,"Cook and Dickerman made this their home and Eleanor had her own room, although she rarely spent the night.","Cook, an expert woodworker, made all furniture.","Cook, una carpintera experta, hizo todos los muebles.","Cocinera y Dickerman hicieron de este lugar su hogar y Eleanor tenía su propia habitación, aunque rara vez pasaba la noche. Cocinera, una experta carpintera, hizo todos los muebles.",['Cook'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
67,229,"At age six, she appeared in her first commercial for Mama Celeste Pizza.","Patts attended Pasadena Alternative School and, while a student, was appointed to a student trustee's position on the Pasadena Board of Education.","Patts asistió a la Pasadena Alternative School y, mientras era estudiante, fue designada para el cargo de administradora estudiantil en la Junta de Educación Pasadena.","A los seis años, Patts apareció en su primer comercial de Mama Celeste Pizza. Patts asistió a la Escuela Alternativa de Pasadena y, mientras era estudiante, fue nombrada para ocupar un puesto como representante estudiantil en la Junta de Educación de Pasadena.",['Patts'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
68,485,One of the most significant contributors of Garm was Tove Jansson who started her career in the magazine as a cartoonist in 1929 when she was just fifteen.,Over time the former became the magazine's chief illustrator.,"Con el tiempo, la primera se convirtió en la ilustradora principal de la revista.","Una de las contribuidoras más destacadas de Garm fue Tove Jansson, quien comenzó su carrera en la revista como historietista en 1929 cuando tenía tan solo quince años. Con el paso del tiempo, ella se convirtió en la ilustradora principal de la revista.",['former'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
69,466,"Morissette (as the driver) gets out of the car, and all her passengers have disappeared.","The driver in a red knit beanie was the one in control, the responsible one.","La conductora en un gorro de lana rojo era la que tenía el control, la responsable.","Morissette (como la conductora) sale del auto, y todos sus pasajeros han desaparecido. La conductora con un gorro de punto rojo era quien estaba en control, la responsable.",['driver'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
70,524,"After spending time in India teaching English, Allsopp returned to the UK and began a series of positions, working for Country Living and Food & Homes Magazine and her mother's business, Hindlip & Prentice Interiors, and studying at Christie's.","Allsopp was reported in 2008 and 2009 to be an advisor to the Conservative Party on housing matters, but has denied this.","Se informó de que Allsopp era una asesora del Partido Conservador en asuntos de vivienda en 2008 y 2009, pero lo ha negado.","Después de pasar tiempo en India enseñando inglés, Allsopp regresó al Reino Unido y comenzó una serie de posiciones, trabajando para la revista Country Living y Food & Homes Magazine, y en el negocio de su madre, Hindlip & Prentice Interiors, mientras estudiaba en Christie's. Se informó que Allsopp fue asesora del Partido Conservador en asuntos de vivienda en 2008 y 2009, pero ella lo ha negado.",['Allsopp'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
71,213,"Gough lives and trains in Calgary, where she attended high school with other top athletes, at the National Sport School.","Currently, Gough is an engineering student at the University of Calgary.","Actualmente, Gough es una estudiante de ingeniería en la Universidad de Calgary.","Gough vive y entrena en Calgary, donde asistió a la escuela secundaria con otros deportistas destacados en la Escuela Nacional de Deportes. Actualmente, Gough es estudiante de ingeniería en la Universidad de Calgary.",['Gough'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
72,253,The topic of her prize-winning essay was same-sex marriage.,"Darville is reported to have worked variously as a graphic designer, property law lecturer, and physical education teacher.","Se dice que Darville ha trabajado en varias ocasiones como diseñadora gráfica, conferencista de ley de propiedad y maestra de educación física.","El tema de su ensayo ganador del premio fue el matrimonio igualitario. Se informa que Darville ha trabajado de forma variada como diseñadora gráfica, profesora de derecho inmobiliario y profesora de educación física.",['Darville'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
73,164,"Her committee assignments include the Aging and Older Adult Services, Children & Youth, Commerce, and Rules.",Shusterman also serves as Democratic secretary of the Judiciary committee.,Shusterman también ejerce como secretaria democrática del comité del poder judicial.,"Sus asignaciones en comités incluyen Servicios a Adultos Mayores y Personas Mayores, Niños y Jóvenes, Comercio y Reglas. Shusterman también se desempeña como secretaria demócrata del comité judicial.",['Shusterman'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
74,222,"Meanwhile, she had left the Democratic Party, after having criticized Matteo Renzi's policies and joined Giuseppe Civati's Possible.","After Civati's resignation, Brignone was elected the new Secretary of Possible.","Tras la dimisión de Civati, Brignone fue elegida la nueva secretaria de Possible.","Mientras tanto, ella había dejado el Partido Democrático después de haber criticado las políticas de Matteo Renzi y se unió a Possible de Giuseppe Civati. Tras la renuncia de Civati, Brignone fue elegida como la nueva Secretaria de Possible.",['Brignone'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
75,451,"Bush administration, then-Labor Secretary Elizabeth Dole recruited her for the Department of Labor.","Dominguez served as Assistant Secretary for Employment Standards, Director of the Office of Federal Contract Compliance Programs (OFCCP) and Architect of the Labor Department's Glass Ceiling Initiative.","Dominguez ejerció como secretaria asistenta para Normas de Empleo, directora de la Oficina de Programas de Cumplimiento de Contratos Federales (OFCCP) y arquitecta de la Iniciativa del Techo de Cristal del departamento laborista.","Durante la administración Bush, la entonces Secretaria de Trabajo Elizabeth Dole reclutó a Dominguez para el Departamento de Trabajo. Ella se desempeñó como Subsecretaria de Normas Laborales, Directora de la Oficina de Programas de Cumplimiento de Contratos Federales (OFCCP, por sus siglas en inglés) y Arquitecta de la Iniciativa del Techo de Cristal del Departamento de Trabajo.",['Dominguez'],f,False,False,y,LLM,,Accurate,,5.0,Accurate,Secretary Elizabeth Dole - female
76,483,Jean Schmidt knew that those complaints and those allegations had no merit when she mailed the letter.,"Schmidt was struck by a hit and run driver while jogging, and was diagnosed with two broken ribs and two fractured vertebrae.","Schmidt fue atropellada por un conductor que se dió a la fuga mientras trotaba, y le diagnosticaron dos costillas rotas y dos vértebras fracturadas.","Jean Schmidt sabía que esas quejas y esas acusaciones no tenían mérito cuando ella envió la carta. Schmidt fue golpeada por un conductor que se dio a la fuga mientras trotaba, y le diagnosticaron dos costillas rotas y dos vértebras fracturadas.",['Schmidt'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
77,168,"As a practicing landscape architect, McSherry is known for connecting her designs to specific places and for work in watersheds.",McSherry is also recognized as a teacher.,McSherry también es reconocida como profesora.,"Como arquitecta del paisaje en ejercicio, McSherry se distingue por conectar sus diseños a lugares específicos y por su trabajo en cuencas hidrográficas. McSherry también es reconocida como docente.",['McSherry'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
78,151,"Cook was declared legally blind in the second grade because of severe astigmatism, but wore contacts and thick glasses to correct her vision.","A dancer from age four, Cook began taking jazz, tap and ballet lessons.","Una bailarina desde los cuatro años de edad, Cook comenzó a tomar clases de jazz, tap y ballet.","La cocinera fue declarada legalmente ciega en segundo grado debido a un astigmatismo severo, pero usaba lentes de contacto y gafas gruesas para corregir su visión. Bailarina desde los cuatro años, Cook comenzó a tomar clases de jazz, tap y ballet.",['Cook'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
79,517,"She received a Juris Doctor degree from Northeastern University School of Law in Boston in 1983, where she founded the Boston Lesbian/Gay Political Alliance, a non-partisan political organization that interviews and endorses candidates for political office and advocates for Boston's gay community.","Vaid is CEO of the Vaid Group LLC, which works with social justice innovators, movements and organizations to address structural inequalities based on sexual orientation, gender identity, race, gender and economic status.","Vaid es la consejera delegada de Vaid Group LLC, que trabaja con innovadores, movimientos y organizaciones de justicia social para tratar con los inequilibrios estructurales según la orientación sexual, la identidad de género, raza, género y estado económico.","Ella obtuvo un título de Juris Doctor en la Escuela de Derecho de la Universidad Northeastern en Boston en 1983, donde fundó la Alianza Política Lésbica/Gay de Boston, una organización política no partidista que entrevista y respalda a candidatos para cargos políticos y aboga por la comunidad gay de Boston. Vaid es CEO del Vaid Group LLC, que trabaja con innovadores en justicia social, movimientos y organizaciones para abordar las desigualdades estructurales basadas en la orientación sexual, identidad de género, raza, género y situación económica.",['Vaid'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
80,494,The same year she met and married Felix Slatkin.,Aller also continued working as a Hollywood studio musician.,Aller también ha continuado trabajando como una música de estudio de Hollywood.,El mismo año ella conoció y se casó con Felix Slatkin. Aller también siguió trabajando como músico de estudio en Hollywood.,['Aller'],f,False,False,y,LLM,,Inaccurate,músico - música,4.0,No_other_entity,
81,180,She became the first woman to be given the title of majority leader of the Kansas Senate when she was elected in 1993.,"While serving as lieutenant governor, Frahm also served as the state's Secretary of Administration.","Mientras servía como teniente gobernadora, Frahm también ejerció como secretaria de Estado de Administración.","Ella se convirtió en la primera mujer en recibir el título de líder mayoritaria del Senado de Kansas cuando fue elegida en 1993. Mientras ocupaba el cargo de vicegobernadora, Frahm también se desempeñó como Secretaria de Administración del estado.",['Frahm'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
82,263,"In 2013, Miranda Lambert tied McEntire to win Female Vocalist four years in a row and in 2016 Carrie Underwood joined this elite club by winning her fourth Female Vocalist award.","McEntire is also a rare musical artist to achieve solo number-ones across four decades (1980s, 1990s, 2000s, 2010s).","McEntire es una extraña artista musical que consiguió números uno en solitario durante cuatro décadas (1980, 1990, 2000, 2010).","En 2013, Miranda Lambert empató con McEntire al ganar el premio de Vocalista Femenina durante cuatro años consecutivos y en 2016, Carrie Underwood se unió a este exclusivo club al ganar su cuarto premio de Vocalista Femenina. McEntire también es una rara artista musical que ha logrado tener número uno en solitario en cuatro décadas diferentes (1980, 1990, 2000 y 2010).",['McEntire'],f,False,False,y,LLM,,Accurate,,5.0,Accurate,Miranda Lambert - female ; Carrie Underwood - female
83,158,"Konigsburg's 1967 novel From the Mixed-Up Files of Mrs. Basil E. Frankweiler, and desired to write what she wished to read.","Chasing Vermeer took about five years to complete, as Balliett was also a teacher and parent.","Chasing Vermeer tardó unos cinco años en realizarse, ya que Balliett también era profesora y madre.","La novela de 1967 de Konigsburg, From the Mixed-Up Files of Mrs. Basil E. Frankweiler, fue escrita porque ella deseaba leer lo que escribía. Chasing Vermeer tomó aproximadamente cinco años en completarse, ya que Balliett también era maestra y madre.",['Balliett'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
84,545,In 1989 she was inducted into the Swedish Curling Hall of Fame.,"Apart from curling, Norberg was chief actuary at Nordea, and led a division at Folksam.","Además de curling, Norberg era la jefa actuaria en Nordea, y dirigía una división en Folksam.","En 1989 fue ingresada al Salón de la Fama del Curling Sueco. Además del curling, Norberg se desempeñó como actuario principal en Nordea y lideró una división en Folksam.",['Norberg'],f,False,False,y,LLM,,Inaccurate,actuario - actuaria,4.0,No_other_entity,
85,207,"As soon as the second hospital plane landed, the flight nurse aboard received her orders.","The plane was loaded and usually departed in approximately 45 minutes, the flight nurse being responsible for all patients aboard.",El avión era cargado y normalmente despegaba en aproximadamente 45 minutos; la enfermera del vuelo era la responsable de todos los pacientes a bordo.,"Tan pronto como el segundo avión del hospital aterrizó, la enfermera de vuelo a bordo recibió sus órdenes. El avión fue cargado y generalmente partía en aproximadamente 45 minutos, siendo la enfermera de vuelo responsable de todas las pacientes a bordo.",['nurse'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
86,489,She also adds vocals and music to various projects.,"Additionally Brouder retains current licenses in nursing, cosmetology and as a real estate broker.","Además, Brouder tiene permisos actuales en enfermería, cosmetología y como agente inmobiliaria.","Ella también aporta voces y música a varios proyectos. Además, Brouder mantiene licencias actuales en enfermería, cosmetología y como corredora de bienes raíces.",['Brouder'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
87,462,"She established a practice in North Kensington and was an expert on childhood enuresis (bedwetting) and an early believer in what would now be called socialised medicine.[citation needed] In 1911, Bentham was a driving force behind the establishment of a mother and baby clinic in North Kensington, founded by the Women's Labour League in memorial to Margaret MacDonald and Mary Middleton.","Bentham served as the clinic's chief medical officer, and benefactor, underwriting its expenses.","Bentham fue jefa médica de la clínica y benefactora, suscribiendo sus gastos.","Ella estableció una consulta en North Kensington y era una experta en enuresis infantil (mojar la cama) y una creyente temprana en lo que hoy se llamaría medicina socializada.[cita requerida] En 1911, Bentham fue una fuerza impulsora detrás de la creación de una clínica para madres y bebés en North Kensington, fundada por la Liga Laboral de Mujeres en memoria de Margaret MacDonald y Mary Middleton. Bentham se desempeñó como la oficial médica jefa de la clínica y benefactora, financiando sus gastos.",['Bentham'],f,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
88,124,"Although he has done boxing and mixed martial arts, he is mainly a football player, playing twice a week.","As an elementary and high school student, Cuenca played as a football varsity player for PAREF Southridge School.","Como estudiante de primaria y secundaria, Cuenca jugó como jugador universitario de fútbol en la escuela PAREF Southridge School.","Aunque ha practicado boxeo y artes marciales mixtas, principalmente es un futbolista que juega dos veces por semana. Durante su etapa como estudiante de primaria y secundaria, Cuenca participó como jugador de fútbol en el equipo de PAREF Southridge School.",['Cuenca'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
89,408,"According to his Stasi documents, his friendship with the painter Kurt W.","From 1980, Geißler worked as a freelance composer and conductor.","Desde 1980, Geißler trabajó como compositor y conductor freelance.","Según sus documentos de la Stasi, su amistad con el pintor Kurt W. comenzó en 1980. Geißler trabajó como compositor y director independiente.",['Geißler'],m,False,False,y,LLM,,Accurate,,5.0,Accurate,Kurt W - male
90,414,"On 10 March, in worsening weather and with his own supplies dwindling, Cherry-Garrard turned for home.","Atkinson would later write, I am satisfied that no other officer of the expedition could have done better.",Atkinson escribiría después: «Estoy convencido de que ningún otro oficial de la expedición podría haberlo hecho mejor.…,"El 10 de marzo, con el clima empeorando y sus propios suministros agotándose, Cherry-Garrard decidió regresar a casa. Atkinson más tarde escribiría: Estoy satisfecho de que ningún otro oficial de la expedición pudo haberlo hecho mejor.",['Atkinson'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
91,11,"Similarly, he has found that people look to external behavior in evaluating biases in others, but engage in introspection when evaluating their own.","Gilovich was an early author in the clustering illusion, which is closely related to the hot hand fallacy, and is the tendency to see clusters of data in a random sequence of data as nonrandom.","Gilovich fue un autor precoz de la ilusión de series, que se relaciona estrechamente con la falacia de la mano caliente, y explica la tendencia a ver series de datos en una secuencia de datos aleatoria como no aleatorias.","De manera similar, él ha descubierto que las personas observan el comportamiento externo al evaluar los sesgos en los demás, pero reflexionan internamente al evaluar los propios. Gilovich fue uno de los primeros autores en el concepto de la ilusión de agrupamiento, estrechamente relacionada con la falacia de la mano caliente, que es la tendencia a ver agrupaciones de datos en una secuencia aleatoria como no aleatoria.",['Gilovich'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
92,356,"The military background of Baasha is not explicit in the text, though he reportedly killed Nadab within the king's own military camp.",Which would indicate that Baasha was a soldier or officer in Nadab's army.,Lo que indicaría que Baasha era un soldado o un oficial en el ejército de Nadab.,"El trasfondo militar de Baasha no es explícito en el texto, aunque se informa que él mató a Nadab dentro del propio campamento militar del rey. Lo cual indicaría que Baasha era un soldado u oficial en el ejército de Nadab.",['Baasha'],m,False,False,y,LLM,,Accurate,,5.0,No_other_entity,
